source_path,source_format,extraction_path_old_archive,status,basis,engine,characters,manifest
PDF LIBRARY [OLD]/Audit Code Package Construction Guide.pdf,pdf,_AUTO_EXTRACTED_TEXT/Audit Code Package Construction Guide.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PDF LIBRARY [OLD]/McKnight_N_SAT-QR.pdf,pdf,_AUTO_EXTRACTED_TEXT/McKnight_N_SAT-QR.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PDF LIBRARY [OLD]/Minimal Introduction (SAT O era).pdf,pdf,_AUTO_EXTRACTED_TEXT/Minimal Introduction (SAT O era).txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PDF LIBRARY [OLD]/Proof1).pdf,pdf,_AUTO_EXTRACTED_TEXT/Proof1).txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PDF LIBRARY [OLD]/SAT 20 Minimal Intro.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT 20 Minimal Intro.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PDF LIBRARY [OLD]/SAT_4D_LEGACY_REFERENCE.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_4D_LEGACY_REFERENCE.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PDF LIBRARY [OLD]/SAT_4D_LIVE_DRAFT-10Jul2025 - Copy.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_4D_LIVE_DRAFT-10Jul2025 - Copy.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PDF LIBRARY [OLD]/SAT_DATA_FITS.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_DATA_FITS.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PDF LIBRARY [OLD]/SAT_O1.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O1.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PDF LIBRARY [OLD]/SAT_O2.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O2.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PDF LIBRARY [OLD]/SAT_O3.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O3.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PDF LIBRARY [OLD]/SAT_O4.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O4.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PDF LIBRARY [OLD]/SAT_O5.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O5.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PDF LIBRARY [OLD]/SAT_O6.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O6.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PDF LIBRARY [OLD]/SAT_O7_tentative.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O7_tentative.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PDF LIBRARY [OLD]/SAT_O_Glossary_1.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O_Glossary_1.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PDF LIBRARY [OLD]/SAT_ST_integration_test.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_ST_integration_test.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PDF LIBRARY [OLD]/Test (1).pdf,pdf,_AUTO_EXTRACTED_TEXT/Test (1).txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PDF LIBRARY [OLD]/Test.pdf,pdf,_AUTO_EXTRACTED_TEXT/Test.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PHYS (nolat) 2.pdf,pdf,_AUTO_EXTRACTED_TEXT/PHYS (nolat) 2.txt,OK,manifest-exact,PyMuPDF,10677,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
PHYS (nolat).pdf,pdf,_AUTO_EXTRACTED_TEXT/PHYS (nolat).txt,OK,manifest-exact,PyMuPDF,10677,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
PROTOTESTPRINT.pdf,pdf,_AUTO_EXTRACTED_TEXT/PROTOTESTPRINT.txt,LOW_TEXT,manifest-exact,OCRmyPDF + PyMuPDF,104,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
PROTO_RESUME 2.pdf,pdf,_AUTO_EXTRACTED_TEXT/PROTO_RESUME 2.txt,OK,manifest-exact,PyMuPDF,5182,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
PROTO_RESUME 3.pdf,pdf,_AUTO_EXTRACTED_TEXT/PROTO_RESUME 3.txt,OK,manifest-exact,PyMuPDF,2278,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
PROTO_RESUME-back.pdf,pdf,_AUTO_EXTRACTED_TEXT/PROTO_RESUME-back.txt,OK,manifest-exact,PyMuPDF,5182,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
PROTO_RESUME-front.pdf,pdf,_AUTO_EXTRACTED_TEXT/PROTO_RESUME-front.txt,OK,manifest-exact,PyMuPDF,1086,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
PROTO_RESUME.pdf,pdf,_AUTO_EXTRACTED_TEXT/PROTO_RESUME.txt,OK,manifest-exact,PyMuPDF,1086,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
PUB DRAFTS/McKnight_N_SAT-QR.pdf,pdf,_AUTO_EXTRACTED_TEXT/McKnight_N_SAT-QR.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PUB DRAFTS/Proof1).pdf,pdf,_AUTO_EXTRACTED_TEXT/Proof1).txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PUB DRAFTS/Test (1).pdf,pdf,_AUTO_EXTRACTED_TEXT/Test (1).txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PUB DRAFTS/Test.pdf,pdf,_AUTO_EXTRACTED_TEXT/Test.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
PULSAR GLITCH (Nolat).pdf,pdf,_AUTO_EXTRACTED_TEXT/PULSAR GLITCH (Nolat).txt,OK,manifest-exact,PyMuPDF,9827,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
PULSAR_PAPER.pdf,pdf,_AUTO_EXTRACTED_TEXT/PULSAR_PAPER.txt,OK,manifest-exact,PyMuPDF,4680,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
Photoneutrino Sector (nolat).pdf,pdf,_AUTO_EXTRACTED_TEXT/Photoneutrino Sector (nolat).txt,OK,manifest-exact,PyMuPDF,6865,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
Proof1).pdf,pdf,_AUTO_EXTRACTED_TEXT/Proof1).txt,OK,manifest-exact,PyMuPDF,4333,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
ProtoRes.pdf,pdf,_AUTO_EXTRACTED_TEXT/ProtoRes.txt,OK,manifest-exact,PyMuPDF,4820,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
QUANTUM GRAVITYFOAM (nolat).pdf,pdf,_AUTO_EXTRACTED_TEXT/QUANTUM GRAVITYFOAM (nolat).txt,OK,manifest-exact,PyMuPDF,6499,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
Relativistic–Quantum Isomorphism (nolat).pdf,pdf,_AUTO_EXTRACTED_TEXT/Relativistic–Quantum Isomorphism (nolat).txt,OK,manifest-exact,PyMuPDF,4992,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT 20 Minimal Intro.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT 20 Minimal Intro.txt,OK,manifest-exact,PyMuPDF,2510,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT 4D Theory Work/Audit Code Package Construction Guide.pdf,pdf,_AUTO_EXTRACTED_TEXT/Audit Code Package Construction Guide.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT 4D Theory Work/SAT_4D_LIVE_DRAFT-10Jul2025 - Copy.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_4D_LIVE_DRAFT-10Jul2025 - Copy.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT 4D Theory Work/SAT_CLEAN.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_CLEAN.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT 4D Theory Work/SAT_ST_integration_test.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_ST_integration_test.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT O Core Modules/SAT_O1.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O1.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT O Core Modules/SAT_O2.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O2.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT O Core Modules/SAT_O5.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O5.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT O Core Modules/SAT_O6.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O6.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT PARTICLE ZOO LAGRANGIAN (nolattice).pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT PARTICLE ZOO LAGRANGIAN (nolattice).txt,OK,manifest-exact,PyMuPDF,121906,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT Tester 2.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT Tester 2.txt,OK,manifest-exact,PyMuPDF,9083,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT Tester.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT Tester.txt,OK,manifest-exact,PyMuPDF,9083,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT VISUALS/ConsensusPro_Annotated_Captions_Cleaned.pdf,pdf,_AUTO_EXTRACTED_TEXT/ConsensusPro_Annotated_Captions_Cleaned.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/Early_Code_Outputs_Documented.pdf,pdf,_AUTO_EXTRACTED_TEXT/Early_Code_Outputs_Documented.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/GPT_Tools_and_SAT-Naive_Analysis_Captions.pdf,pdf,_AUTO_EXTRACTED_TEXT/GPT_Tools_and_SAT-Naive_Analysis_Captions.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/GPT_Tools_and_SAT-Naive_Analysis_Captions_FINAL_SAFE.pdf,pdf,_AUTO_EXTRACTED_TEXT/GPT_Tools_and_SAT-Naive_Analysis_Captions_FINAL_SAFE.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/LAB2_SAT_Dirac_And_Coupling_Closure_ReportLab.pdf,pdf,_AUTO_EXTRACTED_TEXT/LAB2_SAT_Dirac_And_Coupling_Closure_ReportLab.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/LAB2_SAT_Dirac_Brackets_And_Closure_3D.pdf,pdf,_AUTO_EXTRACTED_TEXT/LAB2_SAT_Dirac_Brackets_And_Closure_3D.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/Lab2_Lagrangian_Captioned.pdf,pdf,_AUTO_EXTRACTED_TEXT/Lab2_Lagrangian_Captioned.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/Lab2_Lagrangian_Evolution.pdf,pdf,_AUTO_EXTRACTED_TEXT/Lab2_Lagrangian_Evolution.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/NotebookLM_Captioned_Archive.pdf,pdf,_AUTO_EXTRACTED_TEXT/NotebookLM_Captioned_Archive.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/SAT_Errata_and_Wordcount_Overview.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_Errata_and_Wordcount_Overview.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/SAT_Framework_Final_Report_Cleaned.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_Framework_Final_Report_Cleaned.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/SAT_Framework_Report_Plain.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_Framework_Report_Plain.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/SAT_LAB1_Composite_Binding_Simulation_Report.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_LAB1_Composite_Binding_Simulation_Report.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/SAT_LAB1_Energy_Tau_Results.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_LAB1_Energy_Tau_Results.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/SAT_LAB1_Full_Annealing_Radial_Kink_Report.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_LAB1_Full_Annealing_Radial_Kink_Report.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/SAT_LAB1_Full_Annealing_Radial_Kink_Report_REGEN.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_LAB1_Full_Annealing_Radial_Kink_Report_REGEN.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/SAT_LAB1_Radial_Fringe_Falsifiability_Report.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_LAB1_Radial_Fringe_Falsifiability_Report.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/SAT_Lab1_Visuals_Compiled.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_Lab1_Visuals_Compiled.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/SAT_Lab1_Visuals_Landscape.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_Lab1_Visuals_Landscape.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/SAT_Lab1_Visuals_Landscape_Scaled_Fit.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_Lab1_Visuals_Landscape_Scaled_Fit.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/Theorizer_Emeritus_SAT_Development_Annotated.pdf,pdf,_AUTO_EXTRACTED_TEXT/Theorizer_Emeritus_SAT_Development_Annotated.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT VISUALS/Wavefront_BrainTrust_Captioned.pdf,pdf,_AUTO_EXTRACTED_TEXT/Wavefront_BrainTrust_Captioned.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT-O Theory Work/SAT_O_Glossary_1.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O_Glossary_1.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SAT.4DHH.UC.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT.4DHH.UC.txt,OK,manifest-exact,PyMuPDF,191932,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SATOBLOC 2.pdf,pdf,_AUTO_EXTRACTED_TEXT/SATOBLOC 2.txt,OK,manifest-exact,PyMuPDF,4624,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SATOBLOC.pdf,pdf,_AUTO_EXTRACTED_TEXT/SATOBLOC.txt,OK,manifest-exact,PyMuPDF,4624,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SATOBLOC/SATOBLOC.pdf,pdf,_AUTO_EXTRACTED_TEXT/SATOBLOC.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
SATOBLOC_pre_lean.pdf,pdf,_AUTO_EXTRACTED_TEXT/SATOBLOC_pre_lean.txt,OK,manifest-exact,PyMuPDF,3930,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_2026.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_2026.txt,OK,manifest-exact,PyMuPDF,3463,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_4DHH_UC.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_4DHH_UC.txt,OK,manifest-exact,PyMuPDF,3473,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_4D_LEGACY_REFERENCE.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_4D_LEGACY_REFERENCE.txt,OK,manifest-exact,PyMuPDF,123708,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_4D_LIVE_DRAFT-10Jul2025 - Copy.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_4D_LIVE_DRAFT-10Jul2025 - Copy.txt,OK,manifest-exact,PyMuPDF,128144,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_CLEAN.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_CLEAN.txt,OK,manifest-exact,PyMuPDF,30983,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_DATA_FITS.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_DATA_FITS.txt,OK,manifest-exact,PyMuPDF,11050,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_Errata_and_Wordcount_Overview.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_Errata_and_Wordcount_Overview.txt,OK,manifest-exact,OCRmyPDF + PyMuPDF,8709,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_Framework_Final_Report_Cleaned.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_Framework_Final_Report_Cleaned.txt,OK,manifest-exact,PyMuPDF,2428,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_Framework_Report_Plain.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_Framework_Report_Plain.txt,OK,manifest-exact,PyMuPDF,981,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_LAB1_Composite_Binding_Simulation_Report.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_LAB1_Composite_Binding_Simulation_Report.txt,OK,manifest-exact,PyMuPDF,1118,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_LAB1_Energy_Tau_Results.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_LAB1_Energy_Tau_Results.txt,OK,manifest-exact,PyMuPDF,1041,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_LAB1_Full_Annealing_Radial_Kink_Report.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_LAB1_Full_Annealing_Radial_Kink_Report.txt,OK,manifest-exact,PyMuPDF,1129,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_LAB1_Full_Annealing_Radial_Kink_Report_REGEN.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_LAB1_Full_Annealing_Radial_Kink_Report_REGEN.txt,OK,manifest-exact,PyMuPDF,1129,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_LAB1_Radial_Fringe_Falsifiability_Report.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_LAB1_Radial_Fringe_Falsifiability_Report.txt,OK,manifest-exact,PyMuPDF,1060,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_Lab1_Visuals_Compiled.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_Lab1_Visuals_Compiled.txt,OK,manifest-exact,OCRmyPDF + PyMuPDF,1152,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_Lab1_Visuals_Landscape.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_Lab1_Visuals_Landscape.txt,OK,manifest-exact,OCRmyPDF + PyMuPDF,1786,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_Lab1_Visuals_Landscape_Scaled_Fit.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_Lab1_Visuals_Landscape_Scaled_Fit.txt,OK,manifest-exact,OCRmyPDF + PyMuPDF,1099,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_O1.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O1.txt,OK,manifest-exact,PyMuPDF,3919,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_O2.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O2.txt,OK,manifest-exact,PyMuPDF,1854,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_O3.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O3.txt,OK,manifest-exact,PyMuPDF,2038,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_O4.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O4.txt,OK,manifest-exact,PyMuPDF,2924,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_O5.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O5.txt,OK,manifest-exact,PyMuPDF,1512,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_O6.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O6.txt,OK,manifest-exact,PyMuPDF,1477,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_O7_tentative.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O7_tentative.txt,OK,manifest-exact,PyMuPDF,3134,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_O_Glossary_1.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O_Glossary_1.txt,OK,manifest-exact,PyMuPDF,2327,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SAT_ST_integration_test.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_ST_integration_test.txt,OK,manifest-exact,PyMuPDF,62482,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-10.pdf,pdf,_AUTO_EXTRACTED_TEXT/SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-10.txt,OK,manifest-exact,PyMuPDF,5307,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-11.pdf,pdf,_AUTO_EXTRACTED_TEXT/SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-11.txt,OK,manifest-exact,PyMuPDF,5060,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-12.pdf,pdf,_AUTO_EXTRACTED_TEXT/SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-12.txt,OK,manifest-exact,PyMuPDF,5184,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-13.pdf,pdf,_AUTO_EXTRACTED_TEXT/SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-13.txt,OK,manifest-exact,PyMuPDF,6439,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-14.pdf,pdf,_AUTO_EXTRACTED_TEXT/SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-14.txt,OK,manifest-exact,PyMuPDF,244,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-2.pdf,pdf,_AUTO_EXTRACTED_TEXT/SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-2.txt,OK,manifest-exact,PyMuPDF,5594,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-3.pdf,pdf,_AUTO_EXTRACTED_TEXT/SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-3.txt,OK,manifest-exact,PyMuPDF,4917,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-4.pdf,pdf,_AUTO_EXTRACTED_TEXT/SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-4.txt,OK,manifest-exact,PyMuPDF,5743,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-5.pdf,pdf,_AUTO_EXTRACTED_TEXT/SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-5.txt,OK,manifest-exact,PyMuPDF,4668,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-6.pdf,pdf,_AUTO_EXTRACTED_TEXT/SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-6.txt,OK,manifest-exact,PyMuPDF,5629,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-7.pdf,pdf,_AUTO_EXTRACTED_TEXT/SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-7.txt,OK,manifest-exact,PyMuPDF,5497,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-8.pdf,pdf,_AUTO_EXTRACTED_TEXT/SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-8.txt,OK,manifest-exact,PyMuPDF,5116,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
